,no,gender,age,height,weight,ta,hr,thermal sensation,bmi,griffith
2198,41,1,24,181.0,70.0,24.0,54.2,0.8,21.37,1.16
2199,41,1,24,181.0,70.0,23.9,53.4,0.0,21.37,1.16
2200,41,1,24,181.0,70.0,23.0,57.9,-0.5,21.37,1.16
2201,41,1,24,181.0,70.0,23.6,54.5,-1.0,21.37,1.16
2202,41,1,24,181.0,70.0,24.6,56.4,-0.6,21.37,1.16
2203,41,1,24,181.0,70.0,24.3,58.2,1.5,21.37,1.16
2204,41,1,24,181.0,70.0,23.2,60.0,0.0,21.37,1.16
2205,41,1,24,181.0,70.0,23.5,59.3,-0.5,21.37,1.16
2206,41,1,24,181.0,70.0,25.2,57.4,0.1,21.37,1.16
2207,41,1,24,181.0,70.0,25.8,56.7,0.3,21.37,1.16
2208,41,1,24,181.0,70.0,26.1,56.5,0.3,21.37,1.16
2209,41,1,24,181.0,70.0,26.4,57.1,0.5,21.37,1.16
2210,41,1,24,181.0,70.0,26.7,56.6,0.8,21.37,1.16
2211,41,1,24,181.0,70.0,26.7,56.5,0.6,21.37,1.16
2212,41,1,24,181.0,70.0,25.8,61.2,1.0,21.37,1.16
2213,41,1,24,181.0,70.0,23.3,61.7,0.8,21.37,1.16
2214,41,1,24,181.0,70.0,23.6,61.2,0.3,21.37,1.16
2215,41,1,24,181.0,70.0,23.3,59.8,0.0,21.37,1.16
2216,41,1,24,181.0,70.0,23.2,59.1,-0.3,21.37,1.16
2217,41,1,24,181.0,70.0,22.9,58.5,-0.5,21.37,1.16
2218,41,1,24,181.0,70.0,25.4,56.1,-0.1,21.37,1.16
2219,41,1,24,181.0,70.0,27.4,55.0,0.8,21.37,1.16
2220,41,1,24,181.0,70.0,27.8,55.7,1.0,21.37,1.16
2221,41,1,24,181.0,70.0,27.8,55.7,1.2,21.37,1.16
2222,41,1,24,181.0,70.0,28.0,55.7,1.5,21.37,1.16
2223,41,1,24,181.0,70.0,28.0,55.7,1.5,21.37,1.16
2224,41,1,24,181.0,70.0,28.1,55.8,1.5,21.37,1.16
2225,41,1,24,181.0,70.0,28.2,55.9,1.8,21.37,1.16
2226,41,1,24,181.0,70.0,28.0,56.8,2.0,21.37,1.16
2227,42,1,22,180.0,66.0,22.9,16.8,0.0,20.37,2.24
2228,42,1,22,180.0,66.0,24.0,16.4,0.0,20.37,2.24
2229,42,1,22,180.0,66.0,24.6,16.3,0.0,20.37,2.24
2230,42,1,22,180.0,66.0,24.9,16.2,0.0,20.37,2.24
2231,42,1,22,180.0,66.0,25.3,13.6,0.5,20.37,2.24
2232,42,1,22,180.0,66.0,25.7,15.2,0.5,20.37,2.24
2233,42,1,22,180.0,66.0,24.7,16.8,0.0,20.37,2.24
2234,42,1,22,180.0,66.0,22.2,15.7,0.0,20.37,2.24
2235,42,1,22,180.0,66.0,22.6,16.3,0.0,20.37,2.24
2236,42,1,22,180.0,66.0,23.7,16.2,0.0,20.37,2.24
2237,42,1,22,180.0,66.0,24.8,16.5,0.0,20.37,2.24
2238,42,1,22,180.0,66.0,25.6,14.4,0.5,20.37,2.24
2239,42,1,22,180.0,66.0,25.8,15.2,0.5,20.37,2.24
2240,42,1,22,180.0,66.0,25.4,17.4,1.0,20.37,2.24
2241,42,1,22,180.0,66.0,25.3,18.0,0.2,20.37,2.24
2242,42,1,22,180.0,66.0,25.2,18.4,0.0,20.37,2.24
2243,42,1,22,180.0,66.0,22.2,15.3,0.0,20.37,2.24
2244,42,1,22,180.0,66.0,23.2,18.4,0.0,20.37,2.24
2245,42,1,22,180.0,66.0,24.2,17.8,0.0,20.37,2.24
2246,42,1,22,180.0,66.0,24.9,17.9,0.0,20.37,2.24
2247,42,1,22,180.0,66.0,25.4,16.4,0.2,20.37,2.24
2248,42,1,22,180.0,66.0,25.2,17.0,0.0,20.37,2.24
2249,42,1,22,180.0,66.0,25.1,18.5,0.0,20.37,2.24
2250,42,1,22,180.0,66.0,22.5,16.7,0.0,20.37,2.24
2251,42,1,22,180.0,66.0,22.9,17.9,0.0,20.37,2.24
2252,42,1,22,180.0,66.0,23.1,19.6,0.0,20.37,2.24
2253,42,1,22,180.0,66.0,23.2,19.6,0.0,20.37,2.24
2254,42,1,22,180.0,66.0,22.7,18.6,0.0,20.37,2.24
2255,42,1,22,180.0,66.0,26.1,16.7,0.3,20.37,2.24
2256,42,1,22,180.0,66.0,27.0,16.3,0.5,20.37,2.24
2257,42,1,22,180.0,66.0,27.6,16.0,0.5,20.37,2.24
2258,42,1,22,180.0,66.0,27.8,15.9,0.0,20.37,2.24
2259,42,1,22,180.0,66.0,22.0,18.5,0.0,20.37,2.24
2260,42,1,22,180.0,66.0,24.1,14.1,0.0,20.37,2.24
2261,42,1,22,180.0,66.0,25.8,13.3,0.5,20.37,2.24
2262,42,1,22,180.0,66.0,25.4,14.3,0.3,20.37,2.24
2263,42,1,22,180.0,66.0,25.2,14.9,0.3,20.37,2.24
2264,42,1,22,180.0,66.0,25.1,15.7,0.0,20.37,2.24
2265,42,1,22,180.0,66.0,25.0,16.2,0.0,20.37,2.24
2266,42,1,22,180.0,66.0,21.9,11.8,0.0,20.37,2.24
2267,42,1,22,180.0,66.0,23.3,17.3,0.0,20.37,2.24
2268,42,1,22,180.0,66.0,24.4,16.3,0.0,20.37,2.24
2269,42,1,22,180.0,66.0,25.8,14.4,0.0,20.37,2.24
2270,42,1,22,180.0,66.0,25.4,16.3,0.5,20.37,2.24
2271,42,1,22,180.0,66.0,25.1,18.0,0.0,20.37,2.24
2272,42,1,22,180.0,66.0,25.0,18.9,0.0,20.37,2.24
2273,42,1,22,180.0,66.0,22.5,14.9,0.0,20.37,2.24
2274,42,1,22,180.0,66.0,22.9,16.7,0.0,20.37,2.24
2275,42,1,22,180.0,66.0,22.5,15.1,0.0,20.37,2.24
2276,42,1,22,180.0,66.0,23.2,14.4,0.2,20.37,2.24
2277,42,1,22,180.0,66.0,24.8,14.3,0.0,20.37,2.24
2278,42,1,22,180.0,66.0,25.2,14.1,0.5,20.37,2.24
2279,42,1,22,180.0,66.0,24.8,14.9,0.5,20.37,2.24
2280,42,1,22,180.0,66.0,24.5,15.5,0.2,20.37,2.24
2281,42,1,22,180.0,66.0,24.3,15.8,0.0,20.37,2.24
2282,42,1,22,180.0,66.0,21.5,13.9,0.0,20.37,2.24
2283,42,1,22,180.0,66.0,22.0,14.8,0.2,20.37,2.24
2284,42,1,23,180.0,70.0,27.9,56.4,1.0,20.37,2.24
2285,42,1,23,180.0,70.0,28.1,58.7,1.5,20.37,2.24
2286,42,1,23,180.0,70.0,27.5,63.3,0.8,20.37,2.24
2287,42,1,23,180.0,70.0,27.3,62.6,0.5,20.37,2.24
2288,42,1,23,180.0,70.0,26.2,62.0,0.2,20.37,2.24
2289,42,1,23,180.0,70.0,26.8,60.6,0.3,20.37,2.24
2290,42,1,23,180.0,70.0,25.2,62.2,-0.5,20.37,2.24
2291,42,1,23,180.0,70.0,24.7,58.5,-0.5,20.37,2.24
2292,42,1,23,180.0,70.0,24.5,56.8,-0.5,20.37,2.24
2293,42,1,23,180.0,70.0,24.0,57.4,-0.8,20.37,2.24
2294,42,1,23,180.0,70.0,25.4,53.0,-0.8,20.37,2.24
2295,42,1,23,180.0,70.0,25.4,51.2,-0.4,20.37,2.24
2296,42,1,23,180.0,70.0,25.4,49.5,0.0,20.37,2.24
2297,42,1,23,180.0,70.0,24.4,59.6,0.0,20.37,2.24
2298,42,1,23,180.0,70.0,24.6,59.3,0.0,20.37,2.24
2299,42,1,23,180.0,70.0,24.6,59.1,0.5,20.37,2.24
2300,42,1,23,180.0,70.0,25.3,60.4,0.0,20.37,2.24
2301,42,1,23,180.0,70.0,25.8,59.6,0.0,20.37,2.24
2302,42,1,23,180.0,70.0,25.9,59.0,0.8,20.37,2.24
2303,42,1,23,180.0,70.0,26.4,59.7,1.0,20.37,2.24
2304,42,1,23,180.0,70.0,27.0,60.8,0.0,20.37,2.24
2305,42,1,23,180.0,70.0,27.0,60.8,0.2,20.37,2.24
2306,42,1,23,180.0,70.0,26.9,60.8,0.0,20.37,2.24
2307,42,1,23,180.0,70.0,26.9,61.2,0.0,20.37,2.24
2308,42,1,23,180.0,70.0,23.3,68.3,-0.5,20.37,2.24
2309,42,1,23,180.0,70.0,23.8,70.7,-0.5,20.37,2.24
2310,42,1,23,180.0,70.0,25.7,71.2,0.0,20.37,2.24
2311,42,1,23,180.0,70.0,25.8,70.8,0.0,20.37,2.24
2312,42,1,23,180.0,70.0,26.0,70.9,0.0,20.37,2.24
2313,42,1,23,180.0,70.0,26.4,68.9,0.0,20.37,2.24
2314,42,1,23,180.0,70.0,26.5,69.1,0.8,20.37,2.24
2315,42,1,23,180.0,70.0,26.8,68.7,0.8,20.37,2.24
2316,42,1,23,180.0,70.0,26.8,69.5,0.5,20.37,2.24
2317,42,1,23,180.0,70.0,26.5,68.2,0.5,20.37,2.24
2318,42,1,23,180.0,70.0,26.8,64.8,0.8,20.37,2.24
2319,42,1,23,180.0,70.0,27.7,62.7,0.8,20.37,2.24
2320,42,1,23,180.0,70.0,28.0,62.6,1.0,20.37,2.24
2321,42,1,23,180.0,70.0,28.1,62.4,1.5,20.37,2.24
2322,42,1,23,180.0,70.0,27.9,63.5,1.0,20.37,2.24
2323,42,1,23,180.0,70.0,27.9,63.7,1.5,20.37,2.24
2324,42,1,23,180.0,70.0,26.9,62.8,0.5,20.37,2.24
2325,42,1,23,180.0,70.0,26.3,63.5,0.3,20.37,2.24
2326,42,1,23,180.0,70.0,25.9,62.5,0.0,20.37,2.24
2327,42,1,23,180.0,70.0,24.2,58.5,0.0,20.37,2.24
2328,42,1,23,180.0,70.0,25.2,55.6,0.0,20.37,2.24
2329,42,1,23,180.0,70.0,25.2,54.7,0.0,20.37,2.24
2330,42,1,23,180.0,70.0,24.7,60.3,0.0,20.37,2.24
2331,42,1,23,180.0,70.0,25.4,58.7,-0.3,20.37,2.24
2332,42,1,23,180.0,70.0,24.1,59.6,-0.5,20.37,2.24
2333,42,1,23,180.0,70.0,27.9,57.4,0.8,20.37,2.24
2334,42,1,23,180.0,70.0,26.4,58.0,0.0,20.37,2.24
2335,42,1,23,180.0,70.0,25.8,61.2,0.3,20.37,2.24
2336,42,1,23,180.0,70.0,23.3,61.7,0.0,20.37,2.24
2337,42,1,23,180.0,70.0,23.6,61.2,0.0,20.37,2.24
2338,42,1,23,180.0,70.0,23.2,59.1,0.0,20.37,2.24
2339,42,1,23,180.0,70.0,22.9,58.5,-0.2,20.37,2.24
2340,42,1,23,180.0,70.0,27.8,55.7,1.5,20.37,2.24
2341,42,1,23,180.0,70.0,27.8,55.7,1.5,20.37,2.24
2342,42,1,23,180.0,70.0,28.0,55.7,1.5,20.37,2.24
2343,42,1,23,180.0,70.0,28.0,55.7,1.5,20.37,2.24
2344,43,0,23,160.0,52.0,22.8,14.1,-1.0,20.31,0.67
2345,43,0,23,160.0,52.0,23.1,14.7,0.0,20.31,0.67
2346,43,0,23,160.0,52.0,24.1,14.1,0.1,20.31,0.67
2347,43,0,23,160.0,52.0,24.6,14.1,0.1,20.31,0.67
2348,43,0,23,160.0,52.0,25.0,13.9,0.1,20.31,0.67
2349,43,0,23,160.0,52.0,25.8,13.3,0.9,20.31,0.67
2350,43,0,23,160.0,52.0,25.4,14.3,1.0,20.31,0.67
2351,43,0,23,160.0,52.0,25.2,14.9,0.5,20.31,0.67
2352,43,0,23,160.0,52.0,25.2,15.3,0.0,20.31,0.67
2353,43,0,23,160.0,52.0,25.1,15.7,0.5,20.31,0.67
2354,43,0,23,160.0,52.0,25.1,16.1,-0.5,20.31,0.67
2355,43,0,23,160.0,52.0,25.0,16.2,0.0,20.31,0.67
2356,43,0,23,160.0,52.0,21.9,11.8,0.1,20.31,0.67
2357,43,0,23,160.0,52.0,22.5,13.2,0.0,20.31,0.67
2358,43,0,23,160.0,52.0,23.1,19.4,-1.0,20.31,0.67
2359,43,0,23,160.0,52.0,23.4,19.5,-0.5,20.31,0.67
2360,43,0,23,160.0,52.0,23.6,19.8,0.0,20.31,0.67
2361,43,0,23,160.0,52.0,23.7,20.1,0.1,20.31,0.67
2362,43,0,23,160.0,52.0,23.9,20.2,0.0,20.31,0.67
2363,43,0,23,160.0,52.0,23.3,17.8,0.0,20.31,0.67
2364,43,0,23,160.0,52.0,23.7,19.4,0.1,20.31,0.67
2365,43,0,23,160.0,52.0,24.1,20.3,0.2,20.31,0.67
2366,43,0,23,160.0,52.0,24.3,21.3,0.2,20.31,0.67
2367,43,0,23,160.0,52.0,24.4,21.3,-0.1,20.31,0.67
2368,43,0,23,160.0,52.0,24.5,21.5,0.0,20.31,0.67
2369,43,0,23,160.0,52.0,24.6,21.8,0.1,20.31,0.67
2370,43,0,23,160.0,52.0,22.2,14.8,0.0,20.31,0.67
2371,43,0,23,160.0,52.0,22.7,18.9,0.5,20.31,0.67
2372,43,0,23,160.0,51.0,23.2,69.0,0.5,20.31,0.67
2373,43,0,23,160.0,51.0,23.3,68.3,0.5,20.31,0.67
2374,43,0,23,160.0,51.0,23.8,70.7,1.0,20.31,0.67
2375,43,0,23,160.0,51.0,25.2,71.1,0.0,20.31,0.67
2376,43,0,23,160.0,51.0,25.7,71.2,0.5,20.31,0.67
2377,43,0,23,160.0,51.0,25.8,70.8,0.0,20.31,0.67
2378,43,0,23,160.0,51.0,26.0,70.9,0.0,20.31,0.67
2379,43,0,23,160.0,51.0,26.4,68.9,0.0,20.31,0.67
2380,43,0,23,160.0,51.0,26.5,69.1,0.0,20.31,0.67
2381,43,0,23,160.0,51.0,26.6,69.0,0.0,20.31,0.67
2382,43,0,23,160.0,51.0,26.7,69.0,0.0,20.31,0.67
2383,43,0,23,160.0,51.0,26.8,68.7,0.0,20.31,0.67
2384,43,0,23,160.0,51.0,26.8,69.5,0.0,20.31,0.67
2385,43,0,23,160.0,51.0,26.6,69.5,-0.5,20.31,0.67
2386,43,0,23,160.0,51.0,26.5,68.2,-0.5,20.31,0.67
2387,43,0,23,160.0,51.0,25.5,65.3,-0.5,20.31,0.67
2388,43,0,23,160.0,51.0,23.3,66.0,0.0,20.31,0.67
2389,43,0,23,160.0,51.0,22.9,65.6,0.5,20.31,0.67
2390,43,0,23,160.0,51.0,25.1,65.7,0.0,20.31,0.67
2391,43,0,23,160.0,51.0,25.4,66.3,-0.5,20.31,0.67
2392,43,0,23,160.0,51.0,23.2,70.1,-0.5,20.31,0.67
2393,43,0,23,160.0,51.0,22.7,69.4,-1.0,20.31,0.67
2394,43,0,23,160.0,51.0,25.5,67.2,0.5,20.31,0.67
2395,43,0,23,160.0,51.0,25.6,66.8,0.5,20.31,0.67
2396,43,0,23,160.0,51.0,25.8,67.3,0.0,20.31,0.67
2397,43,0,23,160.0,51.0,25.9,66.0,0.0,20.31,0.67
2398,43,0,23,160.0,51.0,23.6,65.3,0.0,20.31,0.67
2399,43,0,23,160.0,51.0,23.9,70.1,0.5,20.31,0.67
2400,43,0,23,160.0,51.0,25.4,67.6,0.5,20.31,0.67
2401,43,0,23,160.0,51.0,25.2,62.5,0.0,20.31,0.67
2402,43,0,23,160.0,51.0,25.0,61.4,-0.5,20.31,0.67
2403,43,0,23,160.0,51.0,23.5,70.8,-1.0,20.31,0.67
2404,43,0,23,160.0,51.0,22.6,68.5,-1.0,20.31,0.67
2405,43,0,23,160.0,51.0,22.3,66.7,-0.5,20.31,0.67
2406,43,0,23,160.0,51.0,22.0,65.4,-1.0,20.31,0.67
2407,43,0,23,160.0,51.0,24.2,63.3,-0.5,20.31,0.67
2408,43,0,23,160.0,51.0,24.7,62.5,0.0,20.31,0.67
2409,44,0,22,163.0,48.0,27.9,56.4,2.0,18.07,1.09
2410,44,0,22,163.0,48.0,28.1,58.7,2.0,18.07,1.09
2411,44,0,22,163.0,48.0,28.4,59.9,2.5,18.07,1.09
2412,44,0,22,163.0,48.0,28.4,61.5,3.0,18.07,1.09
2413,44,0,22,163.0,48.0,27.5,63.3,1.0,18.07,1.09
2414,44,0,22,163.0,48.0,27.3,62.6,0.0,18.07,1.09
2415,44,0,22,163.0,48.0,27.1,61.8,0.0,18.07,1.09
2416,44,0,22,163.0,48.0,26.2,62.0,1.0,18.07,1.09
2417,44,0,22,163.0,48.0,26.8,60.6,0.5,18.07,1.09
2418,44,0,22,163.0,48.0,26.8,60.6,0.5,18.07,1.09
2419,44,0,22,163.0,48.0,25.2,62.2,0.0,18.07,1.09
2420,44,0,22,163.0,48.0,24.7,58.5,0.0,18.07,1.09
2421,44,0,22,163.0,48.0,24.7,58.2,-1.0,18.07,1.09
2422,44,0,22,163.0,48.0,24.5,56.8,-2.5,18.07,1.09
2423,44,0,22,163.0,48.0,25.0,55.4,-2.5,18.07,1.09
2424,44,0,22,163.0,48.0,23.7,58.9,0.0,18.07,1.09
2425,44,0,22,163.0,48.0,24.0,57.4,0.5,18.07,1.09
2426,44,0,22,163.0,48.0,25.4,53.0,0.0,18.07,1.09
2427,44,0,22,163.0,48.0,25.4,51.2,0.0,18.07,1.09
2428,44,0,22,163.0,48.0,25.6,51.8,0.0,18.07,1.09
2429,44,0,22,163.0,48.0,25.5,50.4,-1.0,18.07,1.09
2430,44,0,22,163.0,48.0,25.4,49.5,-0.5,18.07,1.09
2431,44,0,22,163.0,48.0,24.2,62.6,0.0,18.07,1.09
2432,44,0,22,163.0,48.0,25.1,60.4,0.5,18.07,1.09
2433,44,0,22,163.0,48.0,25.9,57.6,-0.5,18.07,1.09
2434,44,0,22,163.0,48.0,26.2,55.8,-1.0,18.07,1.09
2435,44,0,22,163.0,48.0,26.3,54.2,0.0,18.07,1.09
2436,44,0,22,163.0,48.0,26.4,53.2,0.0,18.07,1.09
2437,44,0,22,163.0,48.0,26.3,54.5,1.0,18.07,1.09
2438,44,0,22,163.0,48.0,27.4,56.8,1.5,18.07,1.09
2439,44,0,22,163.0,48.0,27.5,58.6,2.0,18.07,1.09
2440,44,0,22,163.0,48.0,27.4,59.7,2.5,18.07,1.09
2441,44,0,22,163.0,48.0,27.3,60.0,1.0,18.07,1.09
2442,44,0,22,163.0,48.0,27.0,58.1,0.5,18.07,1.09
2443,44,0,22,163.0,48.0,26.9,57.2,0.0,18.07,1.09
2444,44,0,22,163.0,48.0,26.8,56.9,0.0,18.07,1.09
2445,44,0,22,163.0,48.0,26.7,56.5,0.5,18.07,1.09
2446,44,0,22,163.0,48.0,23.7,53.6,0.0,18.07,1.09
2447,44,0,22,163.0,48.0,23.9,54.8,0.0,18.07,1.09
2448,44,0,22,163.0,48.0,24.0,54.1,0.0,18.07,1.09
2449,44,0,22,163.0,48.0,24.0,53.7,0.0,18.07,1.09
2450,44,0,22,163.0,48.0,24.1,53.6,0.0,18.07,1.09
2451,44,0,22,163.0,48.0,25.4,54.1,0.5,18.07,1.09
2452,44,0,22,163.0,48.0,25.7,55.0,0.5,18.07,1.09
2453,44,0,22,163.0,48.0,25.6,60.3,0.5,18.07,1.09
2454,44,0,22,163.0,48.0,26.1,60.3,1.0,18.07,1.09
2455,44,0,22,163.0,48.0,26.4,60.7,0.5,18.07,1.09
2456,44,0,22,163.0,48.0,26.6,61.9,0.5,18.07,1.09
2457,44,0,22,163.0,48.0,26.9,61.4,1.0,18.07,1.09
2458,44,0,22,163.0,48.0,27.1,61.0,1.5,18.07,1.09
2459,44,0,22,163.0,48.0,27.2,60.9,2.0,18.07,1.09
2460,44,0,22,163.0,48.0,27.2,60.6,1.5,18.07,1.09
2461,44,0,22,163.0,48.0,23.0,52.3,-0.5,18.07,1.09
2462,44,0,22,163.0,48.0,23.4,52.6,-0.5,18.07,1.09
2463,44,0,22,163.0,48.0,23.4,52.3,-1.0,18.07,1.09
2464,44,0,22,163.0,48.0,23.7,51.4,-1.0,18.07,1.09
2465,44,0,22,163.0,48.0,23.9,50.9,-0.5,18.07,1.09
2466,44,0,22,163.0,48.0,24.5,52.2,0.0,18.07,1.09
2467,44,0,22,163.0,48.0,24.9,54.8,0.0,18.07,1.09
2468,44,0,22,163.0,48.0,24.9,61.0,-0.5,18.07,1.09
2469,44,0,22,163.0,48.0,25.8,58.6,0.0,18.07,1.09
2470,44,0,22,163.0,48.0,26.3,59.4,0.5,18.07,1.09
2471,44,0,22,163.0,48.0,26.9,57.7,1.5,18.07,1.09
2472,44,0,22,163.0,48.0,27.1,57.1,2.0,18.07,1.09
2473,44,0,22,163.0,48.0,27.2,57.2,1.0,18.07,1.09
2474,44,0,22,163.0,48.0,26.9,58.1,0.5,18.07,1.09
2475,44,0,22,163.0,48.0,26.0,60.8,0.0,18.07,1.09
2476,44,0,22,163.0,48.0,24.7,60.3,-1.0,18.07,1.09
2477,44,0,22,163.0,48.0,25.2,59.9,0.0,18.07,1.09
2478,44,0,22,163.0,48.0,25.4,58.7,-0.5,18.07,1.09
2479,44,0,22,163.0,48.0,24.5,60.1,-1.0,18.07,1.09
2480,44,0,22,163.0,48.0,24.1,59.6,-2.0,18.07,1.09
2481,44,0,22,163.0,48.0,24.2,64.2,-1.5,18.07,1.09
2482,44,0,22,163.0,48.0,24.6,65.0,-1.0,18.07,1.09
2483,44,0,22,163.0,48.0,24.3,62.4,0.0,18.07,1.09
2484,44,0,22,163.0,48.0,24.7,61.7,0.0,18.07,1.09
2485,44,0,22,163.0,48.0,26.5,60.0,1.0,18.07,1.09
2486,44,0,22,163.0,48.0,27.4,58.3,1.5,18.07,1.09
2487,44,0,22,163.0,48.0,27.9,57.4,2.0,18.07,1.09
2488,44,0,22,163.0,48.0,28.2,56.7,2.0,18.07,1.09
2489,44,0,22,163.0,48.0,26.6,56.0,0.0,18.07,1.09
2490,44,0,22,163.0,48.0,26.4,58.0,0.0,18.07,1.09
2491,44,0,22,163.0,48.0,25.8,61.2,0.0,18.07,1.09
2492,44,0,22,163.0,48.0,23.3,61.7,-0.5,18.07,1.09
2493,44,0,22,163.0,48.0,23.6,61.2,-1.0,18.07,1.09
2494,44,0,22,163.0,48.0,23.3,59.8,-1.0,18.07,1.09
2495,44,0,22,163.0,48.0,23.2,59.1,-0.5,18.07,1.09
2496,44,0,22,163.0,48.0,22.9,58.5,-2.0,18.07,1.09
2497,44,0,22,163.0,48.0,25.4,56.1,0.5,18.07,1.09
2498,44,0,22,163.0,48.0,27.4,55.0,0.5,18.07,1.09
2499,44,0,22,163.0,48.0,27.6,55.6,1.0,18.07,1.09
2500,44,0,22,163.0,48.0,27.8,55.7,1.5,18.07,1.09
2501,44,0,22,163.0,48.0,28.0,55.7,1.8,18.07,1.09
2502,44,0,22,163.0,48.0,28.0,55.7,1.0,18.07,1.09
2503,44,0,22,163.0,48.0,28.1,55.8,1.5,18.07,1.09
2504,44,0,22,163.0,48.0,28.2,55.9,2.0,18.07,1.09
2505,44,0,22,163.0,48.0,28.0,56.8,1.5,18.07,1.09
2506,45,1,24,177.0,60.0,22.3,17.1,-0.5,19.15,1.33
2507,45,1,24,177.0,60.0,22.6,17.1,0.0,19.15,1.33
2508,45,1,24,177.0,60.0,25.6,15.4,0.0,19.15,1.33
2509,45,1,24,177.0,60.0,26.3,15.0,0.0,19.15,1.33
2510,45,1,24,177.0,60.0,26.7,14.7,0.0,19.15,1.33
2511,45,1,24,177.0,60.0,25.0,15.6,-1.0,19.15,1.33
2512,45,1,24,177.0,60.0,25.1,16.2,0.0,19.15,1.33
2513,45,1,24,177.0,60.0,25.4,16.8,0.0,19.15,1.33
2514,45,1,24,177.0,60.0,25.5,17.1,0.0,19.15,1.33
2515,45,1,24,177.0,60.0,25.6,17.4,0.0,19.15,1.33
2516,45,1,24,177.0,60.0,25.4,17.9,0.0,19.15,1.33
2517,45,1,24,177.0,60.0,25.2,17.7,0.0,19.15,1.33
2518,45,1,24,177.0,60.0,21.4,15.8,-1.0,19.15,1.33
2519,45,1,24,177.0,60.0,22.0,16.5,-0.5,19.15,1.33
2520,45,1,25,177.0,60.0,22.3,67.4,0.0,19.15,1.33
2521,45,1,25,177.0,60.0,22.7,67.5,-1.0,19.15,1.33
2522,45,1,25,177.0,60.0,22.8,67.2,-3.0,19.15,1.33
2523,45,1,25,177.0,60.0,24.3,69.1,0.0,19.15,1.33
2524,45,1,25,177.0,60.0,23.7,58.9,-1.0,19.15,1.33
2525,45,1,25,177.0,60.0,24.0,57.4,0.0,19.15,1.33
2526,45,1,25,177.0,60.0,25.4,53.0,0.0,19.15,1.33
2527,45,1,25,177.0,60.0,25.4,51.2,-1.0,19.15,1.33
2528,45,1,25,177.0,60.0,25.6,51.8,0.0,19.15,1.33
2529,45,1,25,177.0,60.0,25.5,50.4,0.0,19.15,1.33
2530,45,1,25,177.0,60.0,25.4,49.5,0.0,19.15,1.33
2531,45,1,25,177.0,60.0,24.4,59.6,0.0,19.15,1.33
2532,45,1,25,177.0,60.0,24.6,59.3,0.0,19.15,1.33
2533,45,1,25,177.0,60.0,24.6,59.1,0.0,19.15,1.33
2534,45,1,25,177.0,60.0,24.7,59.4,0.0,19.15,1.33
2535,45,1,25,177.0,60.0,25.3,60.4,0.0,19.15,1.33
2536,45,1,25,177.0,60.0,25.6,59.8,1.0,19.15,1.33
2537,45,1,25,177.0,60.0,25.8,59.6,1.0,19.15,1.33
2538,45,1,25,177.0,60.0,25.9,59.0,1.0,19.15,1.33
2539,45,1,25,177.0,60.0,26.3,59.4,1.0,19.15,1.33
2540,45,1,25,177.0,60.0,26.4,59.7,1.0,19.15,1.33
2541,45,1,25,177.0,60.0,26.8,60.6,1.0,19.15,1.33
2542,45,1,25,177.0,60.0,27.0,60.8,1.0,19.15,1.33
2543,45,1,25,177.0,60.0,27.0,60.8,1.0,19.15,1.33
2544,45,1,25,177.0,60.0,26.9,60.8,1.0,19.15,1.33
2545,45,1,25,177.0,60.0,26.9,61.2,0.8,19.15,1.33
2546,45,1,25,177.0,60.0,22.7,69.3,0.0,19.15,1.33
2547,45,1,25,177.0,60.0,23.0,68.0,0.0,19.15,1.33
2548,45,1,25,177.0,60.0,23.1,66.5,-1.0,19.15,1.33
2549,45,1,25,177.0,60.0,23.2,65.9,-1.0,19.15,1.33
2550,45,1,25,177.0,60.0,23.7,65.8,-1.0,19.15,1.33
2551,45,1,25,177.0,60.0,23.7,69.6,-1.0,19.15,1.33
2552,45,1,25,177.0,60.0,23.8,68.1,0.0,19.15,1.33
2553,45,1,25,177.0,60.0,23.9,69.9,1.0,19.15,1.33
2554,45,1,25,177.0,60.0,25.1,67.4,1.0,19.15,1.33
2555,45,1,25,177.0,60.0,25.7,66.2,1.0,19.15,1.33
2556,45,1,25,177.0,60.0,26.7,63.0,1.0,19.15,1.33
2557,45,1,25,177.0,60.0,27.2,62.0,1.0,19.15,1.33
2558,45,1,25,177.0,60.0,27.4,60.8,1.0,19.15,1.33
2559,45,1,25,177.0,60.0,27.6,59.9,1.0,19.15,1.33
2560,45,1,25,177.0,60.0,27.1,61.6,1.0,19.15,1.33
2561,46,1,23,175.0,67.0,22.9,16.8,-0.5,21.88,0.83
2562,46,1,23,175.0,67.0,24.0,16.4,0.0,21.88,0.83
2563,46,1,23,175.0,67.0,24.6,16.3,0.0,21.88,0.83
2564,46,1,23,175.0,67.0,24.9,16.2,0.0,21.88,0.83
2565,46,1,23,175.0,67.0,25.0,16.3,0.0,21.88,0.83
2566,46,1,23,175.0,67.0,25.3,13.6,0.0,21.88,0.83
2567,46,1,23,175.0,67.0,25.4,14.7,1.0,21.88,0.83
2568,46,1,23,175.0,67.0,25.7,15.2,2.0,21.88,0.83
2569,46,1,23,175.0,67.0,25.3,15.9,2.0,21.88,0.83
2570,46,1,23,175.0,67.0,25.0,16.5,0.0,21.88,0.83
2571,46,1,23,175.0,67.0,24.9,16.8,0.0,21.88,0.83
2572,46,1,23,175.0,67.0,24.7,16.8,0.0,21.88,0.83
